customer_id,customer_name,city,phone,subscribtion_date,gender,age
70,HOWARD,tanta,20151255112,2022-01-18,male,30
71,WARD,cairo,20199679486,2022-01-19,male,21
72,COX,cairo,20146963146,2022-01-20,male,39
73,DIAZ,alex,20156229531,2022-01-21,male,18
74,RICHARDSON,alex,20172654415,2022-01-22,female,27
75,WOOD,alex,2013147572,2022-01-23,female,66
76,WATSON,cairo,20172973545,2022-01-24,male,39
77,BROOKS,cairo,20176790988,2022-01-25,male,48
78,BENNETT,cairo,20159600202,2022-01-26,male,58
79,GRAY,alex,20144648074,2022-01-27,male,30
80,JAMES,mansoura,20140762417,2022-01-28,male,63
81,REYES,tanta,20198007243,2022-01-29,female,41
82,CRUZ,cairo,20147735222,2022-01-30,female,37
83,HUGHES,cairo,20194841299,2022-01-31,male,39
84,PRICE,alex,20143899534,2022-02-01,male,20
85,MYERS,alex,20160113542,2022-02-02,male,24
86,LONG,alex,20172349790,2022-02-03,female,36
87,FOSTER,cairo,2012928413,2022-02-04,male,59
88,SANDERS,cairo,20153566016,2022-02-05,female,26
89,ROSS,cairo,20189710505,2022-02-06,male,25
90,MORALES,alex,2018060466,2022-01-12,male,17
91,POWELL,mansoura,20159062213,2022-01-13,male,50
92,SULLIVAN,tanta,20111987462,2022-01-14,male,59
93,RUSSELL,cairo,20117844734,2022-01-15,male,34
94,ORTIZ,cairo,20122346078,2022-01-16,male,37
95,JENKINS,alex,20186634683,2022-01-17,male,66
96,GUTIERREZ,alex,20147550696,2022-01-18,female,31
97,PERRY,alex,20184876910,2022-01-19,female,43
98,BUTLER,cairo,20117797708,2022-01-20,male,50
99,BARNES,cairo,20157193456,2022-01-21,male,25
100,FISHER,cairo,20195884508,2022-01-22,male,61
101,FOSTER,cairo,20139391440,2022-01-23,male,26
102,SANDERS,cairo,20195068047,2022-01-24,male,39
103,ROSS,cairo,20169274355,2022-01-25,female,64
104,MORALES,cairo,20157376169,2022-01-26,female,64
105,POWELL,cairo,20138499318,2022-01-27,male,48
106,SULLIVAN,alex,20128759573,2022-01-28,male,28
107,RUSSELL,alex,2019097462,2022-01-29,male,17
108,ORTIZ,alex,20120911985,2022-01-30,female,48
109,JENKINS,cairo,20135108561,2022-01-31,male,33
110,GUTIERREZ,cairo,20111869773,2022-02-01,female,49
111,PERRY,cairo,20115859210,2022-02-02,male,33
112,BUTLER,cairo,20136071428,2022-02-03,male,50
113,BARNES,cairo,20194084196,2022-02-04,male,39
114,FISHER,cairo,20190915637,2022-02-05,male,66
115,FOSTER,cairo,2017263228,2022-02-06,male,52
116,SANDERS,cairo,20121570936,2022-02-07,male,47
117,ROSS,alex,20113692467,2022-02-08,male,63
118,MORALES,alex,20183488522,2022-02-09,female,53
119,POWELL,alex,20181967784,2022-02-10,female,51
